index,artist,genre,style
55833,Unknown Artist,religious_painting,Symbolism
55834,Unknown Artist,religious_painting,High_Renaissance
55835,Unknown Artist,religious_painting,Northern_Renaissance
55836,Unknown Artist,religious_painting,Baroque
55837,james-tissot,religious_painting,Symbolism
55838,Unknown Artist,religious_painting,Early_Renaissance
55839,Unknown Artist,religious_painting,Northern_Renaissance
55840,Unknown Artist,religious_painting,Northern_Renaissance
55841,Unknown Artist,religious_painting,Baroque
55842,Unknown Artist,religious_painting,Rococo
55843,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
55844,Unknown Artist,religious_painting,Baroque
55845,pietro-perugino,religious_painting,Early_Renaissance
55846,Unknown Artist,religious_painting,Northern_Renaissance
55847,Unknown Artist,religious_painting,Early_Renaissance
55848,Unknown Artist,religious_painting,Early_Renaissance
55849,Unknown Artist,religious_painting,Rococo
55850,peter-paul-rubens,religious_painting,Baroque
55851,Unknown Artist,religious_painting,Early_Renaissance
55852,fra-angelico,religious_painting,Early_Renaissance
55853,lucas-cranach-the-elder,religious_painting,Northern_Renaissance
55854,Unknown Artist,religious_painting,Early_Renaissance
55855,tintoretto,religious_painting,Mannerism_Late_Renaissance
55856,lucas-cranach-the-elder,religious_painting,Northern_Renaissance
55857,pietro-perugino,religious_painting,High_Renaissance
55858,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
55859,Unknown Artist,religious_painting,Baroque
55860,Unknown Artist,religious_painting,Early_Renaissance
55861,lucas-cranach-the-elder,religious_painting,Northern_Renaissance
55862,jacek-malczewski,religious_painting,Art_Nouveau
55863,Unknown Artist,religious_painting,Early_Renaissance
55864,Unknown Artist,religious_painting,High_Renaissance
55865,Unknown Artist,religious_painting,Early_Renaissance
55866,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
55867,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
55868,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
55869,Unknown Artist,religious_painting,Early_Renaissance
55870,Unknown Artist,religious_painting,Early_Renaissance
55871,Unknown Artist,religious_painting,Early_Renaissance
55872,peter-paul-rubens,religious_painting,Baroque
55873,Unknown Artist,religious_painting,Baroque
55874,Unknown Artist,religious_painting,Baroque
55875,Unknown Artist,religious_painting,Art_Nouveau
55876,Unknown Artist,religious_painting,Northern_Renaissance
55877,paolo-veronese,religious_painting,Mannerism_Late_Renaissance
55878,Unknown Artist,religious_painting,High_Renaissance
55879,Unknown Artist,religious_painting,Early_Renaissance
55880,Unknown Artist,religious_painting,High_Renaissance
55881,Unknown Artist,religious_painting,Early_Renaissance
55882,fra-angelico,religious_painting,Early_Renaissance
55883,Unknown Artist,religious_painting,Baroque
55884,Unknown Artist,religious_painting,Baroque
55885,Unknown Artist,religious_painting,Naive_Art_Primitivism
55886,gustave-moreau,religious_painting,Symbolism
55887,hieronymus-bosch,religious_painting,Northern_Renaissance
55888,Unknown Artist,religious_painting,Baroque
55889,fra-angelico,religious_painting,Early_Renaissance
55890,Unknown Artist,religious_painting,Baroque
55891,james-tissot,religious_painting,Symbolism
55892,Unknown Artist,religious_painting,Northern_Renaissance
55893,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
55894,sir-lawrence-alma-tadema,religious_painting,Romanticism
55895,Unknown Artist,religious_painting,Early_Renaissance
55896,Unknown Artist,religious_painting,High_Renaissance
55897,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
55898,Unknown Artist,religious_painting,Early_Renaissance
55899,lucas-cranach-the-elder,religious_painting,Northern_Renaissance
55900,Unknown Artist,religious_painting,Early_Renaissance
55901,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
55902,edward-burne-jones,religious_painting,Symbolism
55903,james-tissot,religious_painting,Symbolism
55904,vasily-polenov,religious_painting,Realism
55905,james-tissot,religious_painting,Symbolism
55906,pietro-perugino,religious_painting,High_Renaissance
55907,Unknown Artist,religious_painting,Baroque
55908,Unknown Artist,religious_painting,Early_Renaissance
55909,Unknown Artist,religious_painting,Expressionism
55910,Unknown Artist,religious_painting,Early_Renaissance
55911,Unknown Artist,religious_painting,Baroque
55912,bartolome-esteban-murillo,religious_painting,Baroque
55913,pietro-perugino,religious_painting,High_Renaissance
55914,Unknown Artist,religious_painting,Early_Renaissance
55915,james-tissot,religious_painting,Symbolism
55916,Unknown Artist,religious_painting,Baroque
55917,bartolome-esteban-murillo,religious_painting,Baroque
55918,Unknown Artist,religious_painting,High_Renaissance
55919,Unknown Artist,religious_painting,Northern_Renaissance
55920,pietro-perugino,religious_painting,Early_Renaissance
55921,hans-holbein-the-younger,religious_painting,Northern_Renaissance
55922,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
55923,ivan-kramskoy,religious_painting,Realism
55924,pietro-perugino,religious_painting,Early_Renaissance
55925,mikhail-vrubel,religious_painting,Art_Nouveau
55926,sir-lawrence-alma-tadema,religious_painting,Romanticism
55927,hans-memling,religious_painting,Northern_Renaissance
55928,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
55929,edward-burne-jones,religious_painting,Symbolism
55930,Unknown Artist,religious_painting,Early_Renaissance
55931,lucas-cranach-the-elder,religious_painting,Northern_Renaissance
55932,tintoretto,religious_painting,Mannerism_Late_Renaissance
55933,james-tissot,religious_painting,Realism
55934,Unknown Artist,religious_painting,Naive_Art_Primitivism
55935,Unknown Artist,religious_painting,Early_Renaissance
55936,Unknown Artist,religious_painting,Early_Renaissance
55937,raphael,religious_painting,High_Renaissance
55938,Unknown Artist,religious_painting,Early_Renaissance
55939,Unknown Artist,religious_painting,Rococo
55940,tintoretto,religious_painting,Mannerism_Late_Renaissance
55941,tintoretto,religious_painting,Mannerism_Late_Renaissance
55942,paolo-veronese,religious_painting,Mannerism_Late_Renaissance
55943,Unknown Artist,religious_painting,High_Renaissance
55944,fra-angelico,religious_painting,Early_Renaissance
55945,Unknown Artist,religious_painting,Northern_Renaissance
55946,Unknown Artist,religious_painting,Early_Renaissance
55947,Unknown Artist,religious_painting,High_Renaissance
55948,Unknown Artist,religious_painting,Baroque
55949,francisco-goya,religious_painting,Romanticism
55950,Unknown Artist,religious_painting,Northern_Renaissance
55951,Unknown Artist,religious_painting,Northern_Renaissance
55952,Unknown Artist,religious_painting,Symbolism
55953,Unknown Artist,religious_painting,High_Renaissance
55954,Unknown Artist,religious_painting,Early_Renaissance
55955,Unknown Artist,religious_painting,Northern_Renaissance
55956,Unknown Artist,religious_painting,Cubism
55957,fra-angelico,religious_painting,Early_Renaissance
55958,paolo-veronese,religious_painting,Mannerism_Late_Renaissance
55959,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
55960,Unknown Artist,religious_painting,Baroque
55961,odilon-redon,religious_painting,Symbolism
55962,edward-burne-jones,religious_painting,Romanticism
55963,hans-memling,religious_painting,Northern_Renaissance
55964,Unknown Artist,religious_painting,Northern_Renaissance
55965,el-greco,religious_painting,Mannerism_Late_Renaissance
55966,Unknown Artist,religious_painting,Baroque
55967,Unknown Artist,religious_painting,Baroque
55968,pietro-perugino,religious_painting,Early_Renaissance
55969,titian,religious_painting,High_Renaissance
55970,Unknown Artist,religious_painting,Early_Renaissance
55971,paolo-veronese,religious_painting,Mannerism_Late_Renaissance
55972,Unknown Artist,religious_painting,Northern_Renaissance
55973,Unknown Artist,religious_painting,Northern_Renaissance
55974,Unknown Artist,religious_painting,Expressionism
55975,Unknown Artist,religious_painting,High_Renaissance
55976,odilon-redon,religious_painting,Symbolism
55977,bartolome-esteban-murillo,religious_painting,Baroque
55978,tintoretto,religious_painting,Mannerism_Late_Renaissance
55979,james-tissot,religious_painting,Symbolism
55980,fra-angelico,religious_painting,Early_Renaissance
55981,Unknown Artist,religious_painting,Art_Nouveau
55982,Unknown Artist,religious_painting,High_Renaissance
55983,Unknown Artist,religious_painting,Baroque
55984,michelangelo,religious_painting,High_Renaissance
55985,raphael,religious_painting,High_Renaissance
55986,viktor-vasnetsov,religious_painting,Romanticism
55987,Unknown Artist,religious_painting,Art_Nouveau
55988,Unknown Artist,religious_painting,High_Renaissance
55989,Unknown Artist,religious_painting,Northern_Renaissance
55990,Unknown Artist,religious_painting,Symbolism
55991,pietro-perugino,religious_painting,High_Renaissance
55992,Unknown Artist,religious_painting,Baroque
55993,Unknown Artist,religious_painting,Baroque
55994,Unknown Artist,religious_painting,Rococo
55995,Unknown Artist,religious_painting,High_Renaissance
55996,Unknown Artist,religious_painting,Early_Renaissance
55997,Unknown Artist,religious_painting,Early_Renaissance
55998,Unknown Artist,religious_painting,Early_Renaissance
55999,Unknown Artist,religious_painting,Baroque
56000,peter-paul-rubens,religious_painting,Baroque
56001,Unknown Artist,religious_painting,Early_Renaissance
56002,Unknown Artist,religious_painting,Northern_Renaissance
56003,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
56004,paolo-veronese,religious_painting,Mannerism_Late_Renaissance
56005,Unknown Artist,religious_painting,Baroque
56006,tintoretto,religious_painting,Mannerism_Late_Renaissance
56007,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
56008,pietro-perugino,religious_painting,High_Renaissance
56009,Unknown Artist,religious_painting,High_Renaissance
56010,Unknown Artist,religious_painting,Northern_Renaissance
56011,hieronymus-bosch,religious_painting,Northern_Renaissance
56012,titian,religious_painting,High_Renaissance
56013,Unknown Artist,religious_painting,Early_Renaissance
56014,Unknown Artist,religious_painting,Symbolism
56015,Unknown Artist,religious_painting,High_Renaissance
56016,Unknown Artist,religious_painting,Baroque
56017,bartolome-esteban-murillo,religious_painting,Baroque
56018,fra-angelico,religious_painting,Early_Renaissance
56019,Unknown Artist,religious_painting,Northern_Renaissance
56020,james-tissot,religious_painting,Symbolism
56021,Unknown Artist,religious_painting,Baroque
56022,Unknown Artist,religious_painting,Northern_Renaissance
56023,Unknown Artist,religious_painting,Northern_Renaissance
56024,Unknown Artist,religious_painting,Northern_Renaissance
56025,Unknown Artist,religious_painting,High_Renaissance
56026,Unknown Artist,religious_painting,Cubism
56027,Unknown Artist,religious_painting,High_Renaissance
56028,Unknown Artist,religious_painting,Early_Renaissance
56029,Unknown Artist,religious_painting,Early_Renaissance
56030,Unknown Artist,religious_painting,Baroque
56031,hans-holbein-the-younger,religious_painting,Northern_Renaissance
56032,raphael,religious_painting,High_Renaissance
56033,hieronymus-bosch,religious_painting,Northern_Renaissance
56034,hans-memling,religious_painting,Northern_Renaissance
56035,titian,religious_painting,High_Renaissance
56036,el-greco,religious_painting,Mannerism_Late_Renaissance
56037,Unknown Artist,religious_painting,Early_Renaissance
56038,Unknown Artist,religious_painting,Baroque
56039,Unknown Artist,religious_painting,Northern_Renaissance
56040,Unknown Artist,religious_painting,Romanticism
56041,Unknown Artist,religious_painting,Early_Renaissance
56042,fra-angelico,religious_painting,Early_Renaissance
56043,lucas-cranach-the-elder,religious_painting,Northern_Renaissance
56044,el-greco,religious_painting,Mannerism_Late_Renaissance
56045,Unknown Artist,religious_painting,Early_Renaissance
56046,Unknown Artist,religious_painting,Early_Renaissance
56047,Unknown Artist,religious_painting,Symbolism
56048,jacob-jordaens,religious_painting,Baroque
56049,Unknown Artist,religious_painting,Realism
56050,lucas-cranach-the-elder,religious_painting,Northern_Renaissance
56051,Unknown Artist,religious_painting,Romanticism
56052,paolo-veronese,religious_painting,Mannerism_Late_Renaissance
56053,peter-paul-rubens,religious_painting,Baroque
56054,Unknown Artist,religious_painting,Romanticism
56055,Unknown Artist,religious_painting,Baroque
56056,fra-angelico,religious_painting,Early_Renaissance
56057,Unknown Artist,religious_painting,Early_Renaissance
56058,Unknown Artist,religious_painting,High_Renaissance
56059,Unknown Artist,religious_painting,Symbolism
56060,Unknown Artist,religious_painting,High_Renaissance
56061,Unknown Artist,religious_painting,High_Renaissance
56062,lucas-cranach-the-elder,religious_painting,Northern_Renaissance
56063,fra-angelico,religious_painting,Early_Renaissance
56064,Unknown Artist,religious_painting,Early_Renaissance
56065,Unknown Artist,religious_painting,Early_Renaissance
56066,Unknown Artist,religious_painting,Early_Renaissance
56067,Unknown Artist,religious_painting,Romanticism
56068,tintoretto,religious_painting,Mannerism_Late_Renaissance
56069,Unknown Artist,religious_painting,High_Renaissance
56070,hans-memling,religious_painting,Northern_Renaissance
56071,Unknown Artist,religious_painting,High_Renaissance
56072,tintoretto,religious_painting,Mannerism_Late_Renaissance
56073,fra-angelico,religious_painting,Early_Renaissance
56074,Unknown Artist,religious_painting,Rococo
56075,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
56076,Unknown Artist,religious_painting,Northern_Renaissance
56077,Unknown Artist,religious_painting,Northern_Renaissance
56078,peter-paul-rubens,religious_painting,Baroque
56079,Unknown Artist,religious_painting,Baroque
56080,Unknown Artist,religious_painting,Art_Nouveau
56081,Unknown Artist,religious_painting,Early_Renaissance
56082,Unknown Artist,religious_painting,Northern_Renaissance
56083,Unknown Artist,religious_painting,Northern_Renaissance
56084,peter-paul-rubens,religious_painting,Baroque
56085,Unknown Artist,religious_painting,Abstract_Expressionism
56086,Unknown Artist,religious_painting,Northern_Renaissance
56087,hieronymus-bosch,religious_painting,Northern_Renaissance
56088,Unknown Artist,religious_painting,Baroque
56089,tintoretto,religious_painting,Mannerism_Late_Renaissance
56090,vasily-polenov,religious_painting,Realism
56091,tintoretto,religious_painting,Mannerism_Late_Renaissance
56092,camille-corot,religious_painting,Realism
56093,Unknown Artist,religious_painting,Baroque
56094,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
56095,Unknown Artist,religious_painting,Baroque
56096,raphael,religious_painting,High_Renaissance
56097,jacob-jordaens,religious_painting,Baroque
56098,Unknown Artist,religious_painting,Early_Renaissance
56099,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
56100,viktor-vasnetsov,religious_painting,Romanticism
56101,viktor-vasnetsov,religious_painting,Romanticism
56102,Unknown Artist,religious_painting,Symbolism
56103,Unknown Artist,religious_painting,Romanticism
56104,peter-paul-rubens,religious_painting,Baroque
56105,fra-angelico,religious_painting,Early_Renaissance
56106,Unknown Artist,religious_painting,Early_Renaissance
56107,gustave-moreau,religious_painting,Symbolism
56108,Unknown Artist,religious_painting,High_Renaissance
56109,james-tissot,religious_painting,Symbolism
56110,tintoretto,religious_painting,Mannerism_Late_Renaissance
56111,tintoretto,religious_painting,Mannerism_Late_Renaissance
56112,paolo-veronese,religious_painting,Mannerism_Late_Renaissance
56113,Unknown Artist,religious_painting,Early_Renaissance
56114,hieronymus-bosch,religious_painting,Northern_Renaissance
56115,Unknown Artist,religious_painting,Early_Renaissance
56116,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
56117,pietro-perugino,religious_painting,High_Renaissance
56118,Unknown Artist,religious_painting,High_Renaissance
56119,Unknown Artist,religious_painting,Baroque
56120,Unknown Artist,religious_painting,Baroque
56121,Unknown Artist,religious_painting,Expressionism
56122,james-tissot,religious_painting,Symbolism
56123,pietro-perugino,religious_painting,Early_Renaissance
56124,hans-memling,religious_painting,Northern_Renaissance
56125,Unknown Artist,religious_painting,Early_Renaissance
56126,tintoretto,religious_painting,Mannerism_Late_Renaissance
56127,raphael,religious_painting,High_Renaissance
56128,pietro-perugino,religious_painting,High_Renaissance
56129,el-greco,religious_painting,Mannerism_Late_Renaissance
56130,tintoretto,religious_painting,Mannerism_Late_Renaissance
56131,pietro-perugino,religious_painting,High_Renaissance
56132,Unknown Artist,religious_painting,Baroque
56133,Unknown Artist,religious_painting,Northern_Renaissance
56134,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
56135,Unknown Artist,religious_painting,Early_Renaissance
56136,Unknown Artist,religious_painting,High_Renaissance
56137,Unknown Artist,religious_painting,Impressionism
56138,Unknown Artist,religious_painting,Northern_Renaissance
56139,Unknown Artist,religious_painting,Early_Renaissance
56140,Unknown Artist,religious_painting,Northern_Renaissance
56141,dante-gabriel-rossetti,religious_painting,Romanticism
56142,Unknown Artist,religious_painting,Symbolism
56143,Unknown Artist,religious_painting,Northern_Renaissance
56144,Unknown Artist,religious_painting,Northern_Renaissance
56145,Unknown Artist,religious_painting,Baroque
56146,titian,religious_painting,Mannerism_Late_Renaissance
56147,Unknown Artist,religious_painting,Northern_Renaissance
56148,Unknown Artist,religious_painting,Expressionism
56149,peter-paul-rubens,religious_painting,Baroque
56150,Unknown Artist,religious_painting,Baroque
56151,Unknown Artist,religious_painting,Northern_Renaissance
56152,Unknown Artist,religious_painting,Baroque
56153,Unknown Artist,religious_painting,Baroque
56154,Unknown Artist,religious_painting,Rococo
56155,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
56156,titian,religious_painting,High_Renaissance
56157,bartolome-esteban-murillo,religious_painting,Baroque
56158,fra-angelico,religious_painting,Early_Renaissance
56159,raphael,religious_painting,High_Renaissance
56160,Unknown Artist,religious_painting,Early_Renaissance
56161,fra-angelico,religious_painting,Early_Renaissance
56162,hans-memling,religious_painting,Northern_Renaissance
56163,Unknown Artist,religious_painting,Baroque
56164,Unknown Artist,religious_painting,High_Renaissance
56165,Unknown Artist,religious_painting,Early_Renaissance
56166,Unknown Artist,religious_painting,Northern_Renaissance
56167,Unknown Artist,religious_painting,Early_Renaissance
56168,jacob-jordaens,religious_painting,Baroque
56169,hans-memling,religious_painting,Northern_Renaissance
56170,Unknown Artist,religious_painting,Baroque
56171,fra-angelico,religious_painting,Early_Renaissance
56172,hieronymus-bosch,religious_painting,Northern_Renaissance
56173,Unknown Artist,religious_painting,Early_Renaissance
56174,Unknown Artist,religious_painting,Baroque
56175,hieronymus-bosch,religious_painting,Northern_Renaissance
56176,Unknown Artist,religious_painting,Baroque
56177,Unknown Artist,religious_painting,Early_Renaissance
56178,Unknown Artist,religious_painting,Pop_Art
56179,Unknown Artist,religious_painting,High_Renaissance
56180,lucas-cranach-the-elder,religious_painting,Northern_Renaissance
56181,Unknown Artist,religious_painting,Romanticism
56182,james-tissot,religious_painting,Symbolism
56183,pietro-perugino,religious_painting,High_Renaissance
56184,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
56185,viktor-vasnetsov,religious_painting,Romanticism
56186,james-tissot,religious_painting,Realism
56187,eugene-delacroix,religious_painting,Romanticism
56188,bartolome-esteban-murillo,religious_painting,Baroque
56189,hieronymus-bosch,religious_painting,Northern_Renaissance
56190,fra-angelico,religious_painting,Early_Renaissance
56191,Unknown Artist,religious_painting,Art_Nouveau
56192,Unknown Artist,religious_painting,Northern_Renaissance
56193,Unknown Artist,religious_painting,Rococo
56194,viktor-vasnetsov,religious_painting,Symbolism
56195,Unknown Artist,religious_painting,Northern_Renaissance
56196,Unknown Artist,religious_painting,Cubism
56197,Unknown Artist,religious_painting,Early_Renaissance
56198,pietro-perugino,religious_painting,High_Renaissance
56199,Unknown Artist,religious_painting,Early_Renaissance
56200,pietro-perugino,religious_painting,High_Renaissance
56201,Unknown Artist,religious_painting,Northern_Renaissance
56202,Unknown Artist,religious_painting,Northern_Renaissance
56203,thomas-eakins,religious_painting,Realism
56204,bartolome-esteban-murillo,religious_painting,Baroque
56205,Unknown Artist,religious_painting,Early_Renaissance
56206,Unknown Artist,religious_painting,Baroque
56207,Unknown Artist,religious_painting,High_Renaissance
56208,pietro-perugino,religious_painting,Early_Renaissance
56209,Unknown Artist,religious_painting,Early_Renaissance
56210,lucas-cranach-the-elder,religious_painting,Northern_Renaissance
56211,peter-paul-rubens,religious_painting,Baroque
56212,koloman-moser,religious_painting,Symbolism
56213,Unknown Artist,religious_painting,Northern_Renaissance
56214,Unknown Artist,religious_painting,Early_Renaissance
56215,Unknown Artist,religious_painting,Northern_Renaissance
56216,edward-burne-jones,religious_painting,Romanticism
56217,Unknown Artist,religious_painting,Baroque
56218,titian,religious_painting,Mannerism_Late_Renaissance
56219,Unknown Artist,religious_painting,Early_Renaissance
56220,Unknown Artist,religious_painting,Early_Renaissance
56221,Unknown Artist,religious_painting,Northern_Renaissance
56222,bartolome-esteban-murillo,religious_painting,Baroque
56223,peter-paul-rubens,religious_painting,Baroque
56224,Unknown Artist,religious_painting,Rococo
56225,Unknown Artist,religious_painting,Early_Renaissance
56226,peter-paul-rubens,religious_painting,Baroque
56227,peter-paul-rubens,religious_painting,Baroque
56228,hieronymus-bosch,religious_painting,Northern_Renaissance
56229,titian,religious_painting,High_Renaissance
56230,Unknown Artist,religious_painting,Early_Renaissance
56231,michelangelo,religious_painting,High_Renaissance
56232,hieronymus-bosch,religious_painting,Northern_Renaissance
56233,Unknown Artist,religious_painting,Early_Renaissance
56234,Unknown Artist,religious_painting,Early_Renaissance
56235,Unknown Artist,religious_painting,Northern_Renaissance
56236,edward-burne-jones,religious_painting,Romanticism
56237,Unknown Artist,religious_painting,Rococo
56238,titian,religious_painting,Mannerism_Late_Renaissance
56239,james-tissot,religious_painting,Symbolism
56240,Unknown Artist,religious_painting,High_Renaissance
56241,hieronymus-bosch,religious_painting,Northern_Renaissance
56242,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
56243,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
56244,fra-angelico,religious_painting,Early_Renaissance
56245,Unknown Artist,religious_painting,Symbolism
56246,pietro-perugino,religious_painting,Early_Renaissance
56247,michelangelo,religious_painting,High_Renaissance
56248,edouard-manet,religious_painting,Realism
56249,Unknown Artist,religious_painting,High_Renaissance
56250,Unknown Artist,religious_painting,Baroque
56251,Unknown Artist,religious_painting,Early_Renaissance
56252,Unknown Artist,religious_painting,Northern_Renaissance
56253,Unknown Artist,religious_painting,Baroque
56254,hans-memling,religious_painting,Northern_Renaissance
56255,Unknown Artist,religious_painting,Early_Renaissance
56256,edouard-manet,religious_painting,Realism
56257,Unknown Artist,religious_painting,Baroque
56258,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
56259,Unknown Artist,religious_painting,Art_Nouveau
56260,Unknown Artist,religious_painting,Early_Renaissance
56261,giovanni-boldini,religious_painting,Impressionism
56262,Unknown Artist,religious_painting,Baroque
56263,el-greco,religious_painting,Mannerism_Late_Renaissance
56264,edward-burne-jones,religious_painting,Symbolism
56265,fra-angelico,religious_painting,Early_Renaissance
56266,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
56267,Unknown Artist,religious_painting,Baroque
56268,titian,religious_painting,Mannerism_Late_Renaissance
56269,Unknown Artist,religious_painting,Baroque
56270,hieronymus-bosch,religious_painting,Northern_Renaissance
56271,Unknown Artist,religious_painting,Baroque
56272,Unknown Artist,religious_painting,Baroque
56273,james-tissot,religious_painting,Symbolism
56274,Unknown Artist,religious_painting,Early_Renaissance
56275,michelangelo,religious_painting,High_Renaissance
56276,Unknown Artist,religious_painting,High_Renaissance
56277,Unknown Artist,religious_painting,High_Renaissance
56278,el-greco,religious_painting,Mannerism_Late_Renaissance
56279,Unknown Artist,religious_painting,Early_Renaissance
56280,Unknown Artist,religious_painting,Northern_Renaissance
56281,paolo-veronese,religious_painting,Mannerism_Late_Renaissance
56282,Unknown Artist,religious_painting,Early_Renaissance
56283,Unknown Artist,religious_painting,Rococo
56284,odilon-redon,religious_painting,Symbolism
56285,bartolome-esteban-murillo,religious_painting,Baroque
56286,Unknown Artist,religious_painting,Early_Renaissance
56287,Unknown Artist,religious_painting,Northern_Renaissance
56288,Unknown Artist,religious_painting,Baroque
56289,Unknown Artist,religious_painting,Symbolism
56290,Unknown Artist,religious_painting,Early_Renaissance
56291,ivan-bilibin,religious_painting,Art_Nouveau
56292,peter-paul-rubens,religious_painting,Baroque
56293,peter-paul-rubens,religious_painting,Baroque
56294,Unknown Artist,religious_painting,Northern_Renaissance
56295,Unknown Artist,religious_painting,Northern_Renaissance
56296,Unknown Artist,religious_painting,Early_Renaissance
56297,james-tissot,religious_painting,Symbolism
56298,tintoretto,religious_painting,Mannerism_Late_Renaissance
56299,Unknown Artist,religious_painting,Northern_Renaissance
56300,tintoretto,religious_painting,Mannerism_Late_Renaissance
56301,pietro-perugino,religious_painting,High_Renaissance
56302,Unknown Artist,religious_painting,Early_Renaissance
56303,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
56304,Unknown Artist,religious_painting,Baroque
56305,fra-angelico,religious_painting,Early_Renaissance
56306,Unknown Artist,religious_painting,Early_Renaissance
56307,odilon-redon,religious_painting,Symbolism
56308,titian,religious_painting,Mannerism_Late_Renaissance
56309,Unknown Artist,religious_painting,Early_Renaissance
56310,fra-angelico,religious_painting,Early_Renaissance
56311,tintoretto,religious_painting,Mannerism_Late_Renaissance
56312,el-greco,religious_painting,Mannerism_Late_Renaissance
56313,Unknown Artist,religious_painting,Northern_Renaissance
56314,titian,religious_painting,Mannerism_Late_Renaissance
56315,Unknown Artist,religious_painting,Baroque
56316,Unknown Artist,religious_painting,Early_Renaissance
56317,el-greco,religious_painting,Mannerism_Late_Renaissance
56318,Unknown Artist,religious_painting,Northern_Renaissance
56319,lucas-cranach-the-elder,religious_painting,Northern_Renaissance
56320,raphael,religious_painting,High_Renaissance
56321,Unknown Artist,religious_painting,High_Renaissance
56322,Unknown Artist,religious_painting,Early_Renaissance
56323,Unknown Artist,religious_painting,High_Renaissance
56324,bartolome-esteban-murillo,religious_painting,Baroque
56325,Unknown Artist,religious_painting,High_Renaissance
56326,pietro-perugino,religious_painting,Early_Renaissance
56327,titian,religious_painting,High_Renaissance
56328,Unknown Artist,religious_painting,Northern_Renaissance
56329,Unknown Artist,religious_painting,Early_Renaissance
56330,Unknown Artist,religious_painting,Early_Renaissance
56331,Unknown Artist,religious_painting,Art_Nouveau
56332,Unknown Artist,religious_painting,Northern_Renaissance
56333,pietro-perugino,religious_painting,High_Renaissance
56334,fra-angelico,religious_painting,Early_Renaissance
56335,Unknown Artist,religious_painting,Baroque
56336,Unknown Artist,religious_painting,Early_Renaissance
56337,james-tissot,religious_painting,Realism
56338,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
56339,Unknown Artist,religious_painting,Early_Renaissance
56340,karl-bryullov,religious_painting,Romanticism
56341,Unknown Artist,religious_painting,Early_Renaissance
56342,pietro-perugino,religious_painting,High_Renaissance
56343,Unknown Artist,religious_painting,Baroque
56344,paolo-veronese,religious_painting,Mannerism_Late_Renaissance
56345,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
56346,Unknown Artist,religious_painting,High_Renaissance
56347,titian,religious_painting,High_Renaissance
56348,gustave-moreau,religious_painting,Symbolism
56349,lucas-cranach-the-elder,religious_painting,Northern_Renaissance
56350,fra-angelico,religious_painting,Early_Renaissance
56351,Unknown Artist,religious_painting,High_Renaissance
56352,jacob-jordaens,religious_painting,Baroque
56353,raphael,religious_painting,High_Renaissance
56354,Unknown Artist,religious_painting,Baroque
56355,Unknown Artist,religious_painting,Early_Renaissance
56356,egon-schiele,religious_painting,Expressionism
56357,el-greco,religious_painting,Mannerism_Late_Renaissance
56358,Unknown Artist,religious_painting,Northern_Renaissance
56359,Unknown Artist,religious_painting,Baroque
56360,hans-memling,religious_painting,Northern_Renaissance
56361,Unknown Artist,religious_painting,High_Renaissance
56362,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
56363,Unknown Artist,religious_painting,Baroque
56364,hieronymus-bosch,religious_painting,Northern_Renaissance
56365,fra-angelico,religious_painting,Early_Renaissance
56366,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
56367,tintoretto,religious_painting,Mannerism_Late_Renaissance
56368,Unknown Artist,religious_painting,Early_Renaissance
56369,paolo-veronese,religious_painting,Mannerism_Late_Renaissance
56370,Unknown Artist,religious_painting,High_Renaissance
56371,fra-angelico,religious_painting,Early_Renaissance
56372,pietro-perugino,religious_painting,Early_Renaissance
56373,Unknown Artist,religious_painting,Baroque
56374,mikhail-vrubel,religious_painting,Art_Nouveau
56375,Unknown Artist,religious_painting,Realism
56376,Unknown Artist,religious_painting,Rococo
56377,hieronymus-bosch,religious_painting,Northern_Renaissance
56378,Unknown Artist,religious_painting,High_Renaissance
